Index,HPD,WW,Instrumentalist,Composer,Anxiety,Depression,Insomnia,OCD,total_score,JHPD
0,3.0,Yes,Yes,Yes,3.0,0.0,1.0,0.0,4.0,2.9807618337149635
1,1.5,Yes,No,No,7.0,2.0,2.0,1.0,12.0,1.412906683801844
2,4.0,No,No,No,7.0,7.0,10.0,2.0,26.0,3.9094962151281245
3,2.5,Yes,No,Yes,9.0,7.0,3.0,3.0,22.0,2.4194544112377585
4,4.0,Yes,No,No,7.0,2.0,5.0,9.0,23.0,4.026056096361785
5,5.0,Yes,Yes,Yes,8.0,8.0,7.0,7.0,30.0,4.9091088604831254
6,3.0,Yes,Yes,No,4.0,8.0,6.0,0.0,18.0,2.9807774956829998
7,1.0,Yes,No,No,5.0,3.0,5.0,3.0,16.0,1.0070725871621822
8,6.0,Yes,No,No,2.0,0.0,0.0,0.0,2.0,6.055411529668523
9,1.0,Yes,No,No,2.0,2.0,5.0,1.0,10.0,0.9066485649090404
10,3.0,Yes,Yes,No,7.0,7.0,4.0,7.0,25.0,3.0967226757757995
11,8.0,Yes,No,No,1.0,0.0,0.0,1.0,2.0,7.969466102601348
12,3.0,Yes,No,No,9.0,3.0,2.0,7.0,21.0,3.044885671059449
13,2.0,Yes,No,No,2.0,1.0,2.0,0.0,5.0,2.0912782017516047
14,4.0,Yes,Yes,No,6.0,4.0,7.0,0.0,17.0,3.957782628323155
15,2.0,No,No,No,7.0,5.0,4.0,1.0,17.0,1.9463166824817297
16,8.0,Yes,No,No,8.0,8.0,4.0,3.0,23.0,7.9154119979220665
17,12.0,Yes,No,Yes,5.0,7.0,10.0,0.0,22.0,11.987401660478433
18,24.0,Yes,No,No,7.0,5.0,0.0,3.0,15.0,23.958714131078803
19,3.0,No,No,No,7.0,3.0,0.0,2.0,12.0,3.0646220496291776
20,8.0,Yes,No,No,6.0,9.0,3.0,0.0,18.0,8.036327259690104
21,4.0,Yes,No,No,10.0,10.0,2.0,4.0,26.0,4.031615967905597
22,5.0,Yes,No,No,6.0,7.0,5.0,4.0,22.0,5.008894173385071
23,2.0,Yes,No,No,3.0,3.0,8.0,6.0,20.0,2.0345877981535323
24,3.0,Yes,Yes,Yes,10.0,6.0,8.0,10.0,34.0,2.997539455234858
25,2.0,No,No,No,7.0,4.0,2.0,5.0,18.0,2.0788239055857867
26,12.0,Yes,Yes,Yes,8.0,6.0,10.0,5.0,29.0,12.030755294213078
27,6.0,Yes,Yes,Yes,3.0,2.0,1.0,2.0,8.0,5.9675296687743815
28,2.0,Yes,Yes,No,6.0,6.0,4.0,5.0,21.0,1.9811316750100807
29,1.0,Yes,No,No,8.0,2.0,1.0,5.0,16.0,0.9463178153055192
30,5.0,Yes,Yes,No,7.0,7.0,2.0,0.0,16.0,5.065637320634521
31,2.0,Yes,No,No,4.0,4.0,4.0,3.0,15.0,2.019070930014114
32,6.0,Yes,Yes,No,9.0,8.0,2.0,3.0,22.0,6.024041049083465
33,4.0,No,No,No,5.0,6.0,6.0,1.0,18.0,3.951441756371122
34,1.0,Yes,No,No,0.0,0.0,0.0,0.0,0.0,1.030478885885063
35,5.0,Yes,Yes,No,3.0,2.0,1.0,1.0,7.0,5.086867396497312
36,4.0,Yes,No,No,6.0,8.0,0.0,2.0,16.0,3.9719288608158805
37,3.0,Yes,No,No,2.0,0.0,4.0,0.0,6.0,2.949934098021083
38,0.5,No,No,No,9.0,8.0,1.0,0.0,18.0,0.4582409304738919
39,4.0,Yes,No,No,7.0,2.0,8.0,6.0,23.0,4.05310402364165
40,2.0,Yes,Yes,Yes,4.0,2.0,3.0,4.0,13.0,1.971539294674911
41,5.0,Yes,Yes,No,7.0,6.0,5.0,0.0,18.0,5.004364168477164
42,0.25,No,No,No,3.0,2.0,10.0,0.0,15.0,0.3239061287932713
43,3.0,Yes,No,No,6.0,6.0,8.0,2.0,22.0,3.0266667843106405
44,4.0,Yes,No,No,1.0,0.0,8.0,2.0,11.0,4.053994021023692
45,1.0,Yes,Yes,Yes,7.0,3.0,1.0,5.0,16.0,1.046730137514718
46,1.0,No,Yes,Yes,8.0,9.0,3.0,0.0,20.0,1.0342669553227957
47,3.0,Yes,No,No,9.0,6.0,4.0,3.0,22.0,2.960187887407478
48,5.0,Yes,No,Yes,7.0,9.0,5.0,0.0,21.0,4.907961892194784
49,3.0,Yes,No,No,7.0,4.0,2.0,4.0,17.0,3.026914348878104
50,2.0,Yes,Yes,No,0.0,0.0,0.0,0.0,0.0,2.0953149465860967
51,6.0,Yes,No,No,7.0,8.0,7.0,5.0,27.0,6.03926176920274
52,1.0,No,No,No,10.0,6.0,3.0,10.0,29.0,1.0162360609815697
53,12.0,Yes,No,No,3.0,7.0,5.0,5.0,20.0,12.04716433727254
54,4.0,Yes,No,Yes,8.0,7.0,4.0,3.0,22.0,4.01043167612556
55,2.0,Yes,Yes,No,0.0,0.0,1.0,3.0,4.0,1.9944947267727933
56,6.0,Yes,No,No,8.0,6.0,2.0,10.0,26.0,6.01260349938137
57,7.0,Yes,No,No,6.0,4.0,2.0,3.0,19.0,6.996990083371687
58,1.0,Yes,Yes,No,7.0,0.0,0.0,2.0,15.0,1.071830533031445
59,1.0,No,Yes,No,10.0,1.0,0.0,0.0,9.0,1.0983078168921006
60,1.0,No,Yes,No,8.0,7.0,0.0,5.0,11.0,1.075711684801945
61,2.0,Yes,Yes,No,3.0,2.0,6.0,7.0,20.0,2.005362535853644
62,2.0,No,No,No,5.0,5.0,3.0,1.0,18.0,2.0253734954521896
63,5.0,Yes,No,No,10.0,10.0,3.0,1.0,14.0,4.947925039682205
64,6.0,Yes,No,No,5.0,4.0,10.0,2.0,24.0,6.005213280963709
65,3.0,No,No,No,0.0,0.0,8.0,0.0,21.0,2.9950163974480786
66,4.0,No,No,No,8.0,8.0,5.0,10.0,8.0,3.933744265172804
67,3.0,Yes,Yes,Yes,10.0,7.0,8.0,0.0,31.0,2.9826634738251574
68,2.0,Yes,Yes,Yes,7.0,3.0,1.0,1.0,25.0,1.961060024025732
69,3.0,Yes,No,No,8.0,7.0,4.0,0.0,12.0,2.9957603752936497
70,2.0,Yes,No,No,10.0,2.0,0.0,5.0,19.0,1.9801137375598548
71,4.0,Yes,No,No,9.0,8.0,1.0,2.0,17.0,3.933295190572716
72,2.0,Yes,Yes,Yes,6.0,3.0,1.0,1.0,20.0,2.0842523310881442
73,0.5,No,No,No,7.0,7.0,0.0,1.0,11.0,0.5069984894876655
74,5.0,Yes,Yes,Yes,7.0,7.0,8.0,4.0,15.0,5.098221765510533
75,5.0,Yes,No,No,4.0,1.0,0.0,0.0,26.0,4.90731541525343
76,10.0,Yes,No,No,7.0,2.0,1.0,5.0,5.0,9.989668942969665
77,2.0,No,No,No,9.0,0.0,5.0,10.0,15.0,2.0926690814178603
78,4.0,Yes,No,No,2.0,7.0,1.0,1.0,24.0,4.097856612474549
79,5.0,No,Yes,Yes,10.0,8.0,7.0,0.0,11.0,5.068509063183292
80,3.0,Yes,No,No,3.0,0.0,0.0,0.0,25.0,3.021668755216029
81,2.0,Yes,No,No,7.0,8.0,5.0,1.0,3.0,1.9318687285986287
82,2.5,Yes,Yes,Yes,2.0,1.0,0.0,0.0,21.0,2.425455419492179
83,3.0,Yes,No,No,5.0,4.0,0.0,1.0,3.0,2.9973081619308553
84,1.0,Yes,No,No,9.0,10.0,6.0,10.0,10.0,0.9802319564121442
85,7.0,Yes,Yes,No,2.0,0.0,0.0,0.0,35.0,7.078311520591804
86,1.0,No,No,No,5.0,2.0,5.0,1.0,2.0,1.010054732444202
87,1.0,No,No,No,3.0,2.0,0.0,0.0,13.0,0.9280386478780762
88,3.0,Yes,No,No,2.0,0.0,7.0,0.0,5.0,2.912341144847884
89,5.0,Yes,Yes,No,7.0,6.0,6.0,2.0,9.0,5.025574036009949
90,6.0,Yes,Yes,Yes,5.0,4.0,8.0,3.0,21.0,6.055465681528528
91,4.0,Yes,No,No,4.0,6.0,5.0,3.0,20.0,4.033309964697185
92,1.0,Yes,No,No,6.0,2.0,3.0,1.0,18.0,1.0518587581416718
93,4.0,Yes,No,No,8.0,2.0,1.0,6.0,12.0,4.079905887791663
94,10.0,Yes,No,No,9.0,6.0,0.0,6.0,17.0,9.965204862582217
95,3.0,No,No,Yes,0.0,3.0,7.0,0.0,21.0,3.0091197974434345
96,2.0,No,No,No,8.0,9.0,6.0,2.0,10.0,2.0005789614634333
97,4.0,Yes,No,No,4.0,1.0,1.0,1.0,25.0,3.9333920908184044
98,8.0,Yes,No,No,8.0,7.0,5.0,0.0,7.0,7.93004625398575
99,2.0,No,Yes,Yes,3.0,4.0,6.0,1.0,20.0,2.014802261450308
100,0.5,No,Yes,No,1.0,1.0,3.0,1.0,14.0,0.46759098864635873
101,5.0,Yes,No,No,10.0,8.0,6.0,7.0,6.0,4.9884986456342215
102,1.0,No,No,No,6.0,6.0,2.0,0.0,31.0,1.0981812643384068
103,3.0,Yes,No,No,6.0,7.0,0.0,0.0,14.0,2.9364195283046266
104,2.0,Yes,Yes,No,8.0,4.0,10.0,0.0,13.0,1.9195316629690906
105,3.0,Yes,No,No,9.0,7.0,6.0,2.0,22.0,2.9638954902639094
106,2.0,Yes,Yes,No,7.0,4.0,6.0,5.0,24.0,1.9897736168119309
107,4.0,Yes,No,No,6.0,7.0,0.0,0.0,22.0,4.0633754927787935
108,3.0,Yes,No,Yes,10.0,0.0,10.0,10.0,13.0,2.91326975293066
109,2.0,Yes,No,No,6.0,3.0,0.0,1.0,30.0,2.043201243584423
110,3.0,No,No,No,7.0,5.0,5.0,3.0,10.0,2.9970940461674918
111,4.0,Yes,No,No,7.0,10.0,5.0,0.0,20.0,3.99437673601078
112,2.0,Yes,Yes,No,8.0,6.0,0.0,0.0,22.0,2.0741064302885714
113,8.0,Yes,No,No,4.0,3.0,0.0,0.0,14.0,7.976840886642423
114,4.0,Yes,No,No,7.0,6.0,7.0,5.0,7.0,4.042700170601635
115,2.0,No,Yes,No,7.0,3.0,2.0,3.0,25.0,1.9238437525200844
116,1.0,No,No,Yes,2.0,7.0,5.0,0.0,15.0,1.0461077376121326
117,3.0,Yes,No,No,7.0,8.0,6.0,5.0,14.0,2.943175985438243
118,0.5,No,No,No,4.0,7.0,1.0,0.0,26.0,0.4970967352968737
119,2.0,No,No,No,7.0,8.0,5.0,1.0,12.0,1.9098102424127812
120,3.0,Yes,No,No,5.0,2.0,8.0,6.0,21.0,3.019425280211542
121,2.0,Yes,Yes,Yes,10.0,7.0,4.0,2.0,21.0,1.9491733439713779
122,1.0,No,No,No,6.0,5.0,0.0,0.0,23.0,1.0700666150709393
123,5.0,Yes,No,No,7.0,2.0,3.0,1.0,11.0,4.987487012010467
124,10.0,No,Yes,Yes,4.0,7.0,7.0,3.0,13.0,10.060246683815773
125,4.0,Yes,Yes,Yes,4.0,5.0,6.0,5.0,21.0,4.055762587561344
126,2.0,Yes,Yes,Yes,7.0,10.0,5.0,6.0,20.0,2.0375307152442033
127,1.0,No,No,No,6.0,4.0,5.0,0.0,28.0,1.0931998426158833
128,6.0,Yes,No,No,4.0,1.0,3.0,1.0,15.0,5.938456324737977
129,1.0,Yes,Yes,No,6.0,6.0,1.0,2.0,9.0,1.0230104146246193
130,6.0,Yes,No,No,10.0,8.0,7.0,1.0,15.0,5.905978814673591
131,7.0,Yes,No,No,10.0,8.0,2.0,8.0,26.0,6.945256342409732
132,1.0,No,No,No,3.0,6.0,2.0,0.0,28.0,1.0834350952924308
133,3.0,Yes,Yes,No,8.0,9.0,2.0,0.0,11.0,2.944261640233538
134,2.0,Yes,Yes,No,8.0,3.0,8.0,7.0,19.0,2.0825026631702848
135,3.0,Yes,Yes,No,3.0,3.0,1.0,2.0,26.0,2.9705107785885505
136,2.0,Yes,Yes,No,6.0,5.0,2.0,0.0,9.0,1.9151345120747436
137,3.0,Yes,No,Yes,0.0,0.0,4.0,0.0,13.0,2.9452938844793195
138,1.5,Yes,No,No,6.0,5.0,0.0,2.0,4.0,1.4443324364682466
139,4.0,Yes,No,No,3.0,8.0,0.0,0.0,13.0,4.034171372160077
140,2.0,Yes,No,No,1.0,8.0,0.0,0.0,11.0,1.9318802336849674
141,10.0,Yes,No,No,5.0,6.0,6.0,3.0,9.0,9.925469329258453
142,7.0,Yes,No,No,0.0,0.0,0.0,0.0,20.0,7.052414429322957
143,1.0,Yes,No,No,0.0,8.0,0.0,0.0,0.0,1.0422930259716672
144,2.0,No,No,No,3.0,7.0,0.0,0.0,8.0,2.0098854193665883
145,6.0,Yes,Yes,Yes,8.0,8.0,8.0,5.0,10.0,6.012794813530999
146,2.0,Yes,Yes,Yes,5.0,2.0,3.0,4.0,29.0,2.063389397146976
147,3.0,Yes,Yes,No,8.0,8.0,3.0,0.0,14.0,2.93783740256284
148,8.0,Yes,No,No,6.0,8.0,8.0,0.0,19.0,7.9751629373831525
149,3.0,Yes,No,No,6.0,8.0,6.0,0.0,22.0,2.9942324147331427
150,3.0,Yes,Yes,Yes,6.0,6.0,7.0,5.0,20.0,3.011563910607144
151,3.0,Yes,No,No,9.0,10.0,3.0,0.0,24.0,3.0595135851975375
152,2.0,No,Yes,No,7.0,7.0,5.0,0.0,22.0,2.038227310506671
153,1.0,No,No,No,10.0,7.0,2.0,8.0,19.0,1.0067281467104416
154,2.0,Yes,Yes,No,1.0,3.0,0.0,6.0,27.0,1.9441925682913854
155,2.0,Yes,Yes,No,5.0,3.0,2.0,1.0,10.0,2.0143862269991244
156,4.0,Yes,No,No,6.0,8.0,1.0,6.0,11.0,4.086405807867975
157,4.0,Yes,No,No,7.0,2.0,0.0,7.0,21.0,3.9735209020557294
158,1.0,Yes,Yes,No,6.0,9.0,9.0,0.0,16.0,1.041598674293039
159,2.0,No,No,No,1.0,1.0,4.0,1.0,24.0,2.0874098558225733
160,2.0,Yes,No,No,0.0,2.0,0.0,0.0,7.0,2.0590732287141673
161,1.0,Yes,No,No,8.0,8.0,2.0,0.0,2.0,1.0113342909635445
162,3.0,Yes,Yes,Yes,3.0,3.0,7.0,0.0,18.0,3.088046770049421
163,10.0,Yes,No,No,8.0,8.0,3.0,0.0,13.0,10.054923915682123
164,1.0,No,No,Yes,6.0,4.0,0.0,3.0,19.0,0.9625333610310993
165,3.0,Yes,No,No,1.0,0.0,0.0,0.0,13.0,2.9013739432330765
166,1.5,Yes,No,No,5.0,5.0,4.0,4.0,1.0,1.421162427526004
167,3.0,Yes,Yes,No,8.0,9.0,6.0,0.0,18.0,2.9011621840384305
168,2.5,Yes,Yes,No,8.0,8.0,7.0,6.0,23.0,2.4851876157538193
169,2.0,Yes,No,No,3.0,0.0,2.0,0.0,29.0,1.9753435393395167
170,5.0,Yes,No,No,0.0,5.0,1.0,0.0,5.0,4.958858108875609
171,2.0,Yes,No,No,6.0,3.0,0.0,0.0,6.0,1.9688115227004368
172,2.0,No,No,Yes,1.0,7.0,5.0,1.0,9.0,1.90677623727513
173,2.0,No,Yes,Yes,4.0,2.0,1.0,1.0,14.0,2.0415803202261253
174,2.0,Yes,No,No,5.0,6.0,0.0,1.0,8.0,1.9324905336117402
175,1.0,Yes,No,No,1.0,0.0,0.0,0.0,12.0,1.062199429360414
176,1.5,Yes,No,No,8.0,6.0,5.0,2.0,1.0,1.5056553869914446
177,5.0,Yes,Yes,Yes,9.0,4.0,0.0,3.0,21.0,5.010688001739835
178,0.5,No,No,No,4.0,6.0,6.0,4.0,16.0,0.41459842540378256
179,2.0,Yes,No,No,7.0,3.0,1.0,5.0,20.0,1.9452819781713446
180,0.5,No,No,No,10.0,3.0,1.0,0.0,16.0,0.569398314113637
181,2.0,Yes,No,No,8.0,8.0,3.0,0.0,14.0,1.9150724733165152
182,2.5,Yes,No,No,7.0,6.0,5.0,4.0,19.0,2.5987533261287847
183,2.0,Yes,Yes,No,7.0,2.0,3.0,5.0,22.0,2.0348486133389962
184,2.0,No,No,No,10.0,3.5,5.0,10.0,17.0,1.9005875073593879
185,1.0,Yes,No,No,7.0,5.0,1.0,2.0,28.5,0.9846885118863363
186,4.0,Yes,Yes,No,6.0,8.0,9.0,5.0,15.0,3.9322218288356403
187,5.0,Yes,No,No,2.0,9.0,2.0,1.0,28.0,5.080057967137616
188,2.0,Yes,Yes,Yes,7.0,4.0,10.0,2.0,14.0,1.943366950384304
189,2.0,Yes,Yes,No,7.0,5.0,6.0,0.0,23.0,1.9624822970448994
190,2.0,Yes,No,No,6.0,1.0,0.0,0.0,18.0,2.046962819095831
191,1.0,Yes,Yes,No,3.0,6.0,1.0,1.0,7.0,0.9153690463284286
192,4.0,Yes,No,No,9.0,10.0,3.0,0.0,11.0,4.010353303463795
193,1.0,No,Yes,No,8.0,5.0,8.0,9.0,22.0,0.9215424327751063
194,4.0,Yes,No,No,8.0,7.0,7.0,3.0,30.0,3.979749385111894
195,5.0,Yes,No,No,9.0,9.0,9.0,3.0,25.0,5.05233921998733
196,5.0,Yes,No,No,9.0,8.0,9.0,7.0,30.0,4.953394681645601
197,7.0,Yes,No,No,9.0,3.0,7.0,8.0,33.0,6.92505468875655
198,2.0,Yes,No,No,10.0,8.0,6.0,2.0,27.0,1.9675166790988432
199,3.0,Yes,No,No,9.0,6.0,3.0,0.0,26.0,3.099812696929699
200,2.0,Yes,No,No,7.0,7.0,8.0,3.0,18.0,1.9676551314357134
201,3.0,Yes,No,Yes,9.0,10.0,4.0,0.0,25.0,2.968549934985095
202,3.0,Yes,No,No,9.0,9.0,8.0,2.0,23.0,2.9763210663983646
203,3.0,Yes,No,No,9.0,10.0,3.0,9.0,28.0,2.989765424195081
204,5.0,Yes,Yes,Yes,10.0,9.0,8.0,8.0,31.0,5.0529420313342195
205,6.0,Yes,No,Yes,6.0,5.0,6.0,8.0,35.0,6.0507889778917745
206,2.0,No,No,No,8.0,6.0,10.0,3.0,25.0,2.0346855804250015
207,2.0,No,No,No,8.0,3.0,6.0,4.0,27.0,2.052623805914343
208,1.0,No,Yes,No,4.0,2.0,1.0,3.0,21.0,0.9658490346158032
209,1.0,Yes,No,No,2.0,1.0,1.0,1.0,10.0,1.0533431600643297
210,3.0,No,No,No,10.0,10.0,7.0,3.0,5.0,2.9910007745427287
211,3.0,Yes,No,No,8.0,9.0,0.0,0.0,30.0,2.903532468693468
212,1.0,No,No,No,4.0,9.0,6.0,2.0,17.0,1.067366358521385
213,6.0,Yes,No,No,4.0,2.0,0.0,0.0,21.0,5.904499853944337
214,4.0,Yes,No,No,9.0,2.0,7.0,7.0,6.0,3.9602327356265454
215,2.0,Yes,No,No,8.0,6.0,7.0,5.0,25.0,2.011017707489854
216,2.0,Yes,Yes,No,6.0,5.0,4.0,2.0,26.0,2.0394363196309127
217,3.0,Yes,No,No,8.0,5.0,2.0,3.0,17.0,3.027848875319771
218,8.0,Yes,Yes,Yes,7.0,6.0,6.0,1.0,18.0,8.086914314712482
219,3.0,Yes,Yes,No,10.0,2.0,0.0,0.0,20.0,3.0004135571305177
220,2.0,Yes,No,No,6.0,0.0,0.0,0.0,12.0,2.079182720753949
221,7.0,Yes,No,No,2.0,0.0,1.0,0.0,6.0,7.018935165511325
222,9.0,Yes,No,No,9.0,0.0,2.0,0.0,3.0,8.92866855911487
223,2.0,Yes,No,No,5.0,4.0,1.0,1.0,17.0,1.982268638000083
224,1.0,Yes,No,No,8.0,4.0,0.0,1.0,11.0,0.955261660665388
225,1.0,No,No,No,8.0,10.0,2.0,0.0,11.0,0.9485492592508196
226,2.0,Yes,No,No,3.0,6.0,2.0,1.0,13.0,1.9083935514481405
227,4.0,Yes,No,No,4.0,4.0,2.0,1.0,20.0,4.061924634407209
228,2.0,Yes,Yes,No,7.0,5.0,2.0,6.0,12.0,2.061598461226808
229,6.0,Yes,No,No,3.0,2.0,0.0,0.0,11.0,6.049813415277332
230,4.0,Yes,Yes,Yes,9.0,9.0,5.0,1.0,20.0,3.9601102007597486
231,1.0,No,No,No,3.0,10.0,4.0,1.0,5.0,0.9986566473241376
232,6.0,Yes,No,No,9.0,0.0,5.0,0.0,24.0,6.098981889215077
233,2.0,No,Yes,No,7.0,6.0,6.0,5.0,18.0,2.0035598282799634
234,5.0,Yes,No,Yes,0.0,9.0,4.0,0.0,14.0,5.063026474791107
235,1.5,No,No,No,2.0,2.0,2.0,1.0,24.0,1.5739329841217882
236,5.0,Yes,Yes,Yes,6.0,9.0,2.0,1.0,13.0,4.924383340996413
237,2.0,Yes,No,Yes,6.0,4.0,1.0,0.0,7.0,2.0831057323762514
238,4.0,Yes,Yes,No,8.0,9.0,4.0,0.0,18.0,4.006484621043018
239,2.0,Yes,Yes,Yes,6.0,7.0,4.0,3.0,11.0,1.9013652426542036
240,5.0,Yes,Yes,Yes,7.0,2.0,2.0,0.0,21.0,4.985998088059272
241,6.0,Yes,No,No,8.0,6.0,5.0,6.0,20.0,5.965445715486543
242,1.0,No,No,No,3.0,10.0,0.0,0.0,11.0,0.9132214687879862
243,6.0,Yes,Yes,No,9.0,4.0,9.0,7.0,25.0,5.988844827272291
244,4.0,No,Yes,No,7.0,9.0,2.0,8.0,13.0,3.9519440169633633
245,2.0,No,No,No,10.0,3.0,1.0,4.0,29.0,1.980309911567124
246,2.0,No,Yes,Yes,0.0,0.0,0.0,1.0,26.0,2.0430538765627433
247,2.0,Yes,No,No,9.0,6.0,1.0,7.0,18.0,1.9394044176948912
248,4.0,Yes,No,Yes,7.0,1.0,3.0,5.0,1.0,3.939920049934574
249,2.0,Yes,Yes,No,9.0,7.0,5.0,7.0,23.0,1.9313002648489184
250,6.0,Yes,No,No,3.0,1.0,2.0,7.0,16.0,5.966137745152745
251,3.0,Yes,No,No,6.0,6.0,8.0,0.0,28.0,2.9929937047316995
252,5.0,Yes,No,No,10.0,6.0,0.0,4.0,13.0,4.993970295418637
253,0.5,Yes,Yes,No,6.0,3.0,1.0,1.0,20.0,0.503574032384428
254,1.0,Yes,No,No,3.0,3.0,0.0,7.0,20.0,0.9662501232152525
255,10.0,Yes,No,No,9.0,10.0,2.0,2.0,11.0,9.974294362297014
256,2.0,Yes,No,No,7.0,5.0,0.0,2.0,13.0,1.9260474853745408
257,0.5,No,No,No,3.0,0.0,4.0,4.0,23.0,0.5456280643663383
258,1.0,No,No,No,9.0,9.0,6.0,4.0,14.0,1.0339627309933153
259,2.0,Yes,Yes,No,5.0,7.0,7.0,2.0,11.0,2.007001664163396
260,3.0,Yes,No,No,0.0,8.0,0.0,5.0,28.0,2.945349285200742
261,3.0,No,No,No,8.0,4.0,3.0,4.0,21.0,3.080001390751166
262,2.0,Yes,No,No,7.0,2.0,0.0,7.0,13.0,2.0286003823901924
263,1.0,No,No,No,9.0,9.0,6.0,9.0,19.0,0.996771712030797
264,8.0,Yes,Yes,No,5.0,7.0,5.0,4.0,16.0,8.071892583723782
265,1.0,Yes,Yes,No,5.0,1.0,0.0,0.0,33.0,1.0845283439381217
266,1.0,No,No,Yes,4.0,1.0,3.0,0.0,21.0,0.9945866811978049
267,1.0,No,No,No,3.0,5.0,3.0,0.0,6.0,0.9404670516106691
268,5.0,Yes,Yes,No,2.0,2.0,0.0,6.0,8.0,4.90181785341685
269,5.0,Yes,No,No,0.0,1.0,3.0,5.0,11.0,4.982898264839404
270,4.0,Yes,No,No,7.0,8.0,6.0,2.0,10.0,3.93162675729434
271,8.0,Yes,No,Yes,6.0,4.0,8.0,8.0,9.0,7.955789914830147
272,0.7,No,No,No,5.0,6.0,8.0,2.0,23.0,0.6631225604502191
273,3.0,No,No,No,6.0,6.0,2.0,6.0,26.0,2.9318831801061465
274,7.0,Yes,No,No,8.0,9.0,3.0,4.0,21.0,7.092736122400546
275,1.5,No,Yes,Yes,8.0,4.0,3.0,3.0,20.0,1.5298413220460814
276,4.0,Yes,Yes,Yes,8.0,6.0,5.0,7.0,24.0,3.951215741401341
277,4.0,Yes,No,No,8.0,8.0,7.0,7.0,18.0,4.055590725419748
278,10.0,Yes,No,Yes,5.0,2.0,5.0,0.0,26.0,10.01155237546731
279,2.0,Yes,Yes,Yes,6.0,8.0,4.0,2.0,30.0,1.9281063908897815
280,2.0,Yes,No,No,7.0,5.0,2.0,1.0,12.0,1.9083560475006265
281,6.0,Yes,No,No,8.0,8.0,7.0,1.0,20.0,6.089901808131597
282,0.5,Yes,Yes,No,10.0,2.0,0.0,0.0,15.0,0.5398620974888108
283,2.0,Yes,Yes,Yes,8.0,7.0,7.0,5.0,24.0,1.9795390723907076
284,5.0,Yes,No,No,8.0,8.0,8.0,6.0,12.0,5.051227096489489
285,3.0,Yes,Yes,Yes,8.0,10.0,9.0,2.0,27.0,3.0232937226773227
286,4.5,Yes,No,No,6.0,1.0,8.0,4.0,30.0,4.430454914482539
287,3.0,Yes,No,No,0.0,4.0,4.0,0.0,29.0,3.000937109669015
288,20.0,Yes,No,No,8.0,10.0,10.0,8.0,19.0,20.0487464204068
289,1.0,No,No,No,3.0,2.0,0.0,1.0,8.0,0.9337747040737272
290,2.5,No,Yes,Yes,5.0,3.0,3.0,1.0,36.0,2.5409933969512
291,1.0,No,No,No,8.0,9.0,6.0,1.0,6.0,0.9779713280440325
292,2.0,No,Yes,No,10.0,3.0,0.0,10.0,12.0,2.090155013768032
293,5.0,Yes,Yes,No,6.0,7.0,8.0,2.0,24.0,4.964346194238381
294,3.0,Yes,Yes,No,7.0,4.0,7.0,0.0,23.0,3.0487663561316185
295,3.0,Yes,Yes,No,9.0,8.0,6.0,2.0,23.0,2.9084347367910355
296,0.5,No,No,No,8.0,0.0,0.0,0.0,18.0,0.461571652094168
297,8.0,Yes,Yes,Yes,8.0,9.0,2.0,5.0,25.0,7.914458884339314
298,2.0,Yes,No,No,7.0,2.0,3.0,0.0,8.0,1.9905161065443224
299,3.0,Yes,Yes,Yes,10.0,10.0,4.0,0.0,24.0,2.9265146017705876
300,3.0,Yes,No,No,8.0,8.0,3.0,3.0,12.0,2.9556847600193046
301,5.0,Yes,Yes,No,8.0,7.0,7.0,4.0,24.0,4.982698288678625
302,1.5,Yes,No,Yes,8.0,7.0,1.0,2.0,22.0,1.5095270410733899
303,1.0,Yes,No,No,6.0,5.0,10.0,2.0,26.0,0.9685174223511538
304,2.0,Yes,Yes,No,7.0,6.0,0.0,4.0,18.0,2.043637871730817
305,1.0,Yes,No,No,7.0,4.0,0.0,0.0,23.0,0.9428502668805367
306,4.0,Yes,No,No,8.0,7.0,2.0,10.0,17.0,4.027103274972741
307,1.0,Yes,No,No,4.0,4.0,4.0,0.0,11.0,1.0813866615254453
308,2.0,Yes,No,No,0.0,0.0,2.0,0.0,27.0,2.074147768962539
309,2.0,Yes,Yes,Yes,6.0,4.0,0.0,1.0,12.0,1.988839254577229
310,2.0,No,No,No,4.0,7.0,0.0,0.0,2.0,1.9339468132531399
311,1.0,No,No,No,8.0,4.0,3.0,0.0,11.0,1.0364286173427921
312,6.0,Yes,No,No,5.0,5.0,3.0,3.0,11.0,6.0774116713383295
313,2.0,Yes,No,No,0.0,8.0,0.0,0.0,15.0,1.9773361063924682
314,4.0,Yes,Yes,No,7.0,4.0,6.0,1.0,16.0,4.069463900743788
315,1.5,Yes,No,No,8.0,7.0,7.0,3.0,8.0,1.5534091250894007
316,3.0,Yes,No,No,9.0,8.0,6.0,2.0,18.0,3.0562167243151612
317,4.0,Yes,No,Yes,8.0,6.0,4.0,0.0,25.0,4.060329460335528
318,10.0,Yes,No,No,7.0,2.0,0.0,8.0,25.0,9.99858022002356
319,3.0,Yes,No,No,6.0,7.0,7.0,7.0,18.0,3.0481554164970937
320,3.0,No,No,No,7.0,6.0,4.0,2.0,17.0,3.0911777000928318
321,3.0,Yes,No,No,1.0,1.0,1.0,0.0,27.0,2.9122968194105785
322,2.0,Yes,No,No,1.0,1.0,3.0,0.0,19.0,1.9038888512778092
